stationSheet,day,weekday,depot,arrivalTrainNumber,arrivalRoute,arrivalAstanaStop,arrivalAstanaTime,arrivalBindingTime,departureTrainNumber,departureRoute,departureAstanaStop,departureAstanaTime,departureBindingTime,dwellMinutes,dwellHours,matchType
Костанай,24,ср,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,25,чт,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,26,пт,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,27,сб,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,28,вс,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,29,пн,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,30,вт,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Костанай,31,ср,ТЧЭ,043,,,,09:30,044,Костанай - Алматы 1,Астана-1,14:39,19:13,583,9.72,departure_only
Шымкент ,13,сб,ТЧЭ,011,,,,05:11,086,Нурлы жол - Шымкент,Нурлы жол,22:39,13:35,504,8.4,departure_only
Шымкент ,14,вс,ТЧЭ,011,,,,05:11,086,Нурлы жол - Шымкент,Нурлы жол,22:39,13:35,504,8.4,departure_only
Шымкент ,15,пн,ТЧЭ,011,,,,05:11,086,Нурлы жол - Шымкент,Нурлы жол,22:39,13:35,504,8.4,departure_only
Шымкент ,16,вт,ТЧЭ,011,,,,05:11,086,Нурлы жол - Шымкент,Нурлы жол,22:39,13:35,504,8.4,departure_only
Шымкент ,17,ср,ТЧЭ,011,,,,05:11,086,Нурлы жол - Шымкент,Нурлы жол,22:39,13:35,504,8.4,departure_only
Шымкент ,18,чт,ТЧЭ,011,,,,05:11,086,Нурлы жол - Шымкент,Нурлы жол,22:39,13:35,504,8.4,departure_only
